,Product_title,Brand,Processor,Processor_Brand,RAM(GB),OS,Storage,Screen_size(inch),Price,FLipkart_price,Amazon_price,Croma_price,Ratings
411,Lenovo Ideapad 330-14IKB (81G2007CIN) Laptop (14 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),Lenovo, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,14,27990,NA/OOS,NA/OOS,NA/OOS,3.9
412,Dell Inspiron 15 3505 (D560392WIN9BE) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 10 | 256 GB SSD),Dell, AMD Dual Core Ryzen 3 ,AMD,8, Windows 10 , 256 GB SSD,15.6,36690,NA/OOS,NA/OOS,NA/OOS,4.3
413,HP 14q-cy0005au (7QG85PA) Laptop (14 Inch | AMD Dual Core A4 | 4 GB | Windows 10 | 256 GB SSD),HP, AMD Dual Core A4 ,AMD,4, Windows 10 , 256 GB SSD,14,19701,NA/OOS,NA/OOS,NA/OOS,4
414,Acer Nitro 5 AN515-52 (UN.Q49SI.001) Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD),Acer, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,53990,NA/OOS,NA/OOS,NA/OOS,4.3
415,ASUS Vivobook X540YA-XO106T Laptop (15.6 Inch | AMD Quad Core A8 | 4 GB | Windows 10 | 1 TB HDD),ASUS, AMD Quad Core A8 ,AMD,4, Windows 10 , 1 TB HDD,15.6,24999,NA/OOS,NA/OOS,NA/OOS,4
416,MSI GF63 Thin 10SCXR-1617IN Laptop (15.6 Inch | Core i7 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),MSI, Core i7 10th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,79999,NA/OOS,79999,NA/OOS,4.3
417,Lenovo Ideapad 320 (80XH01X8IN) Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | Windows 10 | 1 TB HDD),Lenovo, Core i3 6th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,27990,NA/OOS,NA/OOS,NA/OOS,4
418,Lenovo essential G50-80 (80E502Q8IH) Laptop (15.6 Inch | Core i3 4th Gen | 4 GB | DOS | 1 TB HDD),Lenovo, Core i3 4th Gen ,Intel,4, DOS , 1 TB HDD,15.6,30785,NA/OOS,NA/OOS,NA/OOS,4
419,MSI GF63 Thin 10SCXR-1618IN Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD),MSI, Core i5 10th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,53990,NA/OOS,53990,NA/OOS,4.1
420,HP 15-db1059au (8VY87PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 1 TB HDD),HP, AMD Dual Core Ryzen 3 ,AMD,4, Windows 10 , 1 TB HDD,15.6,33256,NA/OOS,NA/OOS,NA/OOS,3.9
421,HP 15s-du0093tu (7NH54PA) Laptop (15.6 Inch | Core i3 8th Gen | 8 GB | Windows 10 | 1 TB HDD),HP, Core i3 8th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,37263,NA/OOS,NA/OOS,NA/OOS,4.2
422,AVITA Liber V14 NS14A8INF541 Laptop (14 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 256 GB SSD),AVITA, Core i5 10th Gen ,Intel,8, Windows 10 , 256 GB SSD,14,38476,NA/OOS,NA/OOS,NA/OOS,4.2
423,Dell Inspiron 15 3525 (D560766WIN9BE) Laptop (15.6 Inch | AMD Dual Core Athlon | 8 GB | Windows 11 | 256 GB SSD),Dell, AMD Dual Core Athlon ,AMD,8, Windows 11 , 256 GB SSD,15.6,32999,32999,NA/OOS,NA/OOS,4.2
424,HP 15s-du3564TU (5R7P5PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),HP, Core i3 11th Gen ,Intel,8, Windows 11 , 512 GB SSD,15.6,42250,NA/OOS,42250,NA/OOS,4.3
425,Lenovo Ideapad S340 (81VV00JFIN) Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 256 GB SSD),Lenovo, Core i3 10th Gen ,Intel,8, Windows 10 , 256 GB SSD,14,42490,42490,NA/OOS,NA/OOS,4.1
426,HP Omen 15-en0001AX (1B0B0PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),HP, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,15.6,68750,NA/OOS,68750,NA/OOS,4.5
427,Lenovo Ideapad S145 (81W800B1IN) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 256 GB SSD),Lenovo, Core i3 10th Gen ,Intel,8, Windows 10 , 256 GB SSD,15.6,36490,NA/OOS,NA/OOS,NA/OOS,4
428,HP 15s-FR2511TU (6N049PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),HP, Core i3 11th Gen ,Intel,8, Windows 11 , 512 GB SSD,15.6,41990,NA/OOS,41990,NA/OOS,4.2
429,HP 14s-cf3006TU (3R496PA) Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD),HP, Core i3 10th Gen ,Intel,4, Windows 10 , 1 TB HDD,14,40999,NA/OOS,40999,NA/OOS,3.7
430,HP Pavilion 14-dv0058TU (2N1L4PA) Laptop (14 Inch | Core i7 11th Gen | 16 GB | Windows 10 | 1 TB SSD),HP, Core i7 11th Gen ,Intel,16, Windows 10 , 1 TB SSD,14,85090,NA/OOS,NA/OOS,NA/OOS,4.4
431,ASUS ROG Strix G15 G513IC-HN025T Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 10 | 512 GB SSD),ASUS, AMD Octa Core Ryzen 7 ,AMD,8, Windows 10 , 512 GB SSD,15.6,82990,NA/OOS,NA/OOS,NA/OOS,4.6
432,HP Pavilion Gaming 15-dk0272TX (20D76PA) Laptop (15.6 Inch | Core i5 9th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),HP, Core i5 9th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,74990,74990,NA/OOS,NA/OOS,4.5
433,HP 15s-FR2508TU (546K3PA) Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 11 | 512 GB SSD),HP, Core i3 11th Gen ,Intel,8, Windows 11 , 512 GB SSD,15.6,42190,NA/OOS,NA/OOS,42190,4.2
434,HP 245 G5 (Y9Q66PC) Laptop (14 Inch | AMD Quad Core A6 | 4 GB | DOS | 500 GB HDD),HP, AMD Quad Core A6 ,AMD,4, DOS , 500 GB HDD,14,21399,NA/OOS,NA/OOS,NA/OOS,3.8
435,ASUS Vivobook Max X541NA-GO121 Laptop (15.6 Inch | Pentium Quad Core | 4 GB | Windows 10 | 1 TB HDD),ASUS, Pentium Quad Core ,AMD,4, Windows 10 , 1 TB HDD,15.6,21990,NA/OOS,NA/OOS,NA/OOS,4
436,ASUS VivoBook 15 X515EA-EJ312TS Laptop (15.6 Inch | Core i3 11th Gen | 8 GB | Windows 10 | 256 GB SSD),ASUS, Core i3 11th Gen ,Intel,8, Windows 10 , 256 GB SSD,15.6,41990,NA/OOS,43390,NA/OOS,4.3
437,Lenovo Chromebook 100e (81QB000AUS) Laptop (11.6 Inch | MediaTek Quad Core | 4 GB | Google Chrome | 16 GB SSD),Lenovo, MediaTek Quad Core ,AMD,4, Google Chrome , 16 GB SSD,11.6,31415,NA/OOS,NA/OOS,NA/OOS,4.5
438,Dell Inspiron 15 3567 (B566109HIN9) Laptop (15.6 Inch | Core i3 7th Gen | 4 GB | Windows 10 | 1 TB HDD),Dell, Core i3 7th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,34610,NA/OOS,NA/OOS,NA/OOS,3.4
439,ASUS Vivobook E203NA-FD026T Laptop (11.6 Inch | Celeron Dual Core | 2 GB | Windows 10 | 32 GB SSD),ASUS, Celeron Dual Core ,AMD,2, Windows 10 , 32 GB SSD,11.6,13990,NA/OOS,NA/OOS,NA/OOS,3.9
440,ASUS Vivobook K513EA-L503TS Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD),ASUS, Core i5 11th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,57990,NA/OOS,58600,NA/OOS,4.4
441,ASUS Vivobook Max X541NA-GO125 Laptop (15.6 Inch | Pentium Quad Core | 4 GB | DOS | 1 TB HDD),ASUS, Pentium Quad Core ,AMD,4, DOS , 1 TB HDD,15.6,22990,NA/OOS,NA/OOS,NA/OOS,4
442,HP 15-db0186au (5KV06PA) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 4 GB | Windows 10 | 1 TB HDD),HP, AMD Dual Core Ryzen 3 ,AMD,4, Windows 10 , 1 TB HDD,15.6,27990,NA/OOS,NA/OOS,NA/OOS,3.5
443,ASUS TUF FX504GE-E4366T Laptop (15.6 Inch | Core i5 8th Gen | 8 GB | Windows 10 | 1 TB HDD 128 GB SSD),ASUS, Core i5 8th Gen ,Intel,8, Windows 10 , 1 TB HDD 128 GB SSD,15.6,65832,NA/OOS,NA/OOS,NA/OOS,4.4
444,Acer Nitro 5 AN515-57 (UN.QD8SI.002) Laptop (15.6 Inch | Core i5 11th Gen | 16 GB | Windows 10 | 1 TB HDD 256 GB SSD),Acer, Core i5 11th Gen ,Intel,16, Windows 10 , 1 TB HDD 256 GB SSD,15.6,99990,NA/OOS,NA/OOS,NA/OOS,4.2
445,Dell Vostro 14 3401 (D552127WIN9DE) Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD 256 GB SSD),Dell, Core i3 10th Gen ,Intel,4, Windows 10 , 1 TB HDD 256 GB SSD,14,40290,NA/OOS,40290,NA/OOS,4.3
446,Infinix INBook X1 Slim XL21 Laptop (14 Inch | Core i3 10th Gen | 8 GB | Windows 11 | 512 GB SSD),Infinix, Core i3 10th Gen ,Intel,8, Windows 11 , 512 GB SSD,14,32990,32990,NA/OOS,NA/OOS,4.2
447,AVITA Essential NE14A2INC433 Laptop (14 Inch | Celeron Dual Core | 4 GB | Windows 10 | 128 GB SSD),AVITA, Celeron Dual Core ,AMD,4, Windows 10 , 128 GB SSD,14,21999,NA/OOS,NA/OOS,NA/OOS,3.9
448,HP 14s-er0003tu (3C465PA) Laptop (14 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),HP, Core i5 10th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,14,70100,NA/OOS,70100,NA/OOS,4.4
449,ASUS Vivobook K15 OLED KM513UA-L511WS Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 16 GB | Windows 11 | 512 GB SSD),ASUS, AMD Hexa Core Ryzen 5 ,AMD,16, Windows 11 , 512 GB SSD,15.6,64990,64990,NA/OOS,NA/OOS,4.5
450,Acer Spin 5 SP513-54N-74V2 (NX.HQUAA.006) Laptop (13.3 Inch | Core i7 10th Gen | 16 GB | Windows 10 | 512 GB SSD),Acer, Core i7 10th Gen ,Intel,16, Windows 10 , 512 GB SSD,13.3,137926,NA/OOS,137926,NA/OOS,4.4
451,ASUS VivoBook E12 E203NA-FD020T Laptop (11.6 Inch | Celeron Dual Core | 2 GB | Windows 10 | 32 GB SSD),ASUS, Celeron Dual Core ,AMD,2, Windows 10 , 32 GB SSD,11.6,13990,NA/OOS,NA/OOS,NA/OOS,3.9
452,MSI GF65 Thin 9SEXR-406IN Laptop (15.6 Inch | Core i7 9th Gen | 16 GB | Windows 10 | 512 GB SSD),MSI, Core i7 9th Gen ,Intel,16, Windows 10 , 512 GB SSD,15.6,94990,NA/OOS,NA/OOS,NA/OOS,4.5
453,ASUS VivoBook E12 E203NA-FD087T Laptop (11.6 Inch | Celeron Dual Core | 2 GB | Windows 10 | 32 GB SSD),ASUS, Celeron Dual Core ,AMD,2, Windows 10 , 32 GB SSD,11.6,13990,NA/OOS,NA/OOS,NA/OOS,3.9
454,ASUS VivoBook E12 E203NA-FD088T Laptop (11.6 Inch | Celeron Dual Core | 2 GB | Windows 10 | 32 GB SSD),ASUS, Celeron Dual Core ,AMD,2, Windows 10 , 32 GB SSD,11.6,13990,NA/OOS,NA/OOS,NA/OOS,3.9
455,Lenovo Ideapad 1 11IGL05 (81VT0071IN) Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Windows 10 | 256 GB SSD),Lenovo, Celeron Dual Core ,AMD,4, Windows 10 , 256 GB SSD,11.6,24798,NA/OOS,NA/OOS,NA/OOS,3.9
456,HP 15-da0388tu (7MW55PA) Laptop (15.6 Inch | Core i3 7th Gen | 8 GB | Windows 10 | 1 TB HDD),HP, Core i3 7th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,35990,NA/OOS,NA/OOS,NA/OOS,4.2
457,ASUS VivoBook 15 X509JA-BQ845T Laptop (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD 256 GB SSD),ASUS, Core i3 10th Gen ,Intel,4, Windows 10 , 1 TB HDD 256 GB SSD,15.6,36990,NA/OOS,NA/OOS,NA/OOS,4.4
458,ASUS Chromebook C223NA-GJ0074 Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Google Chrome | 32 GB SSD),ASUS, Celeron Dual Core ,AMD,4, Google Chrome , 32 GB SSD,11.6,15990,NA/OOS,15990,NA/OOS,3.5
459,Acer Aspire One 14 (NX.Y52SI.005) Laptop (14.0 Inch | Pentium Quad Core | 4 GB | Linux | 500 GB HDD),Acer, Pentium Quad Core ,AMD,4, Linux , 500 GB HDD,14,18460,NA/OOS,NA/OOS,NA/OOS,3.8
460,MSI GF65 Thin 10UE-410IN Laptop (15.6 Inch | Core i7 10th Gen | 16 GB | Windows 10 | 1 TB SSD),MSI, Core i7 10th Gen ,Intel,16, Windows 10 , 1 TB SSD,15.6,89990,89990,NA/OOS,NA/OOS,4.4
461,HP 245 G7 (7GZ75PA) Laptop (14 Inch | AMD Dual Core A6 | 4 GB | DOS | 1 TB HDD),HP, AMD Dual Core A6 ,AMD,4, DOS , 1 TB HDD,14,20900,20900,NA/OOS,NA/OOS,3.9
462,Acer Aspire ES1-533 (NX.GFTSI.022) Laptop (15.6 Inch | Pentium Quad Core | 4 GB | Linux | 1 TB HDD),Acer, Pentium Quad Core ,AMD,4, Linux , 1 TB HDD,15.6,24780,24780,NA/OOS,NA/OOS,3.8
463,MSI GF63 Thin 9RCX-648IN Laptop (15.6 Inch | Core i5 9th Gen | 8 GB | Windows 10 | 1 TB HDD),MSI, Core i5 9th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,53990,NA/OOS,NA/OOS,NA/OOS,4.4
464,HP 15s-du3032TU (309J0PA) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 1 TB HDD),HP, Core i5 11th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,59900,NA/OOS,59900,NA/OOS,3.8
465,Lenovo Ideapad Slim 3i 14IGL05 (81WH001NIN) Laptop (14 Inch | Celeron Dual Core | 4 GB | Windows 10 | 256 GB SSD),Lenovo, Celeron Dual Core ,AMD,4, Windows 10 , 256 GB SSD,14,29090,NA/OOS,29090,NA/OOS,4.1
466,ASUS EeeBook E203NA-FD164T Laptop (11.6 Inch | Celeron Dual Core | 4 GB | Windows 10 | 64 GB SSD),ASUS, Celeron Dual Core ,AMD,4, Windows 10 , 64 GB SSD,11.6,17990,NA/OOS,NA/OOS,NA/OOS,3.9
467,Dell Inspiron 15 3511 (D560573WIN9BE) Laptop (15.6 Inch | Core i3 10th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),Dell, Core i3 10th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,44890,44890,NA/OOS,NA/OOS,4.1
468,Lenovo Ideapad Slim 5 (81YM002TIN) Laptop (14 Inch | AMD Octa Core Ryzen 7 | 8 GB | Windows 10 | 512 GB SSD),Lenovo, AMD Octa Core Ryzen 7 ,AMD,8, Windows 10 , 512 GB SSD,14,58990,58990,NA/OOS,NA/OOS,4.4
469,Dell Inspiron 14 3493 (D560160WIN9S) Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 256 GB SSD),Dell, Core i3 10th Gen ,Intel,4, Windows 10 , 256 GB SSD,14,55800,NA/OOS,55800,NA/OOS,4.1
470,HP Victus 16-e0075AX (494P2PA) Laptop (16.1 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),HP, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,16.1,66200,66200,NA/OOS,NA/OOS,4.3
471,Lenovo Ideapad 3 14IGL05 (81WH007KIN) Laptop (14 Inch | Celeron Dual Core | 4 GB | Windows 11 | 256 GB SSD),Lenovo, Celeron Dual Core ,AMD,4, Windows 11 , 256 GB SSD,14,27990,27990,NA/OOS,NA/OOS,4.1
472,Lenovo Ideapad S540 (81NG002BIN) Laptop (15.6 Inch | Core i5 10th Gen | 4 GB | Windows 10 | 256 GB SSD),Lenovo, Core i5 10th Gen ,Intel,4, Windows 10 , 256 GB SSD,15.6,62990,NA/OOS,NA/OOS,NA/OOS,4.3
473,Acer Aspire 7 A715-51G (UN.QGBSI.002) Laptop (15.6 Inch | Core i5 12th Gen | 16 GB | Windows 11 | 512 GB SSD),Acer, Core i5 12th Gen ,Intel,16, Windows 11 , 512 GB SSD,15.6,60990,NA/OOS,NA/OOS,NA/OOS,4.2
474,iball CompBook Premio v3.0 Laptop (14 Inch | Pentium Quad Core | 4 GB | Windows 10 | 32 GB SSD),iball, Pentium Quad Core ,AMD,4, Windows 10 , 32 GB SSD,14,13990,NA/OOS,NA/OOS,NA/OOS,3.7
475,Lenovo Ideapad Slim 3i (81WD00JYIN) Laptop (14 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 1 TB HDD),Lenovo, Core i3 10th Gen ,Intel,4, Windows 10 , 1 TB HDD,14,33990,NA/OOS,NA/OOS,NA/OOS,3.5
476,HP Pavilion Gaming 15-dk0041nr (7KW86UA) Laptop (15.6 Inch | Core i5 9th Gen | 12 GB | Windows 10 | 256 GB SSD),HP, Core i5 9th Gen ,Intel,12, Windows 10 , 256 GB SSD,15.6,116307,NA/OOS,NA/OOS,NA/OOS,4.7
477,ASUS Vivobook Max X541UA-XO217T Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | Windows 10 | 1 TB HDD),ASUS, Core i3 6th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,25790,NA/OOS,NA/OOS,NA/OOS,3.8
478,ASUS Vivobook Max X541UA-XO561T Laptop (15.6 Inch | Core i3 6th Gen | 4 GB | Windows 10 | 1 TB HDD),ASUS, Core i3 6th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,25990,NA/OOS,NA/OOS,NA/OOS,3.8
479,Lenovo Ideapad S145 (81VD0082IN) Laptop (15.6 Inch | Core i3 8th Gen | 4 GB | Windows 10 | 1 TB HDD),Lenovo, Core i3 8th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,36500,NA/OOS,NA/OOS,NA/OOS,3.7
480,HP 15s-EQ2040AU (3V6P9PA) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),HP, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,15.6,54000,NA/OOS,54000,NA/OOS,4.3
481,Lenovo Ideapad 3 14ALC6 (82KT00BXIN) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),Lenovo, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,14,52990,NA/OOS,NA/OOS,NA/OOS,4.5
482,Lenovo Ideapad S145 (81UT00NMIN) Laptop (15.6 Inch | AMD Dual Core Ryzen 3 | 8 GB | Windows 10 | 256 GB SSD),Lenovo, AMD Dual Core Ryzen 3 ,AMD,8, Windows 10 , 256 GB SSD,15.6,34292,NA/OOS,NA/OOS,NA/OOS,4.3
483,Acer Aspire 3 A315-53 (NX.H38SI.002) Laptop (15.6 Inch | Core i3 8th Gen | 4 GB | Windows 10 | 1 TB HDD),Acer, Core i3 8th Gen ,Intel,4, Windows 10 , 1 TB HDD,15.6,33490,33490,NA/OOS,NA/OOS,4
484,HP 14s-dk0501AU (4A433PA) Laptop (14 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),HP, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 1 TB HDD 256 GB SSD,14,54500,NA/OOS,54500,NA/OOS,4.4
485,Dell Vostro 14 3405 (D552148WIN9DE) Laptop (14 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 256 GB SSD),Dell, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 256 GB SSD,14,43150,44399,43150,NA/OOS,4.3
486,Dell Inspiron 15 3565 (A561239UIN9) Laptop (15.6 Inch | AMD Dual Core A6 | 4 GB | Ubuntu | 500 GB HDD),Dell, AMD Dual Core A6 ,AMD,4, Ubuntu , 500 GB HDD,15.6,22532,NA/OOS,NA/OOS,NA/OOS,3.7
487,Lenovo Legion 5 (82B500FJIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 512 GB SSD),Lenovo, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 512 GB SSD,15.6,70800,NA/OOS,70800,NA/OOS,4.6
488,Dell Inspiron 15 3565 (A561205UIN9) Laptop (15.6 Inch | AMD Dual Core A6 | 4 GB | Linux | 500 GB HDD),Dell, AMD Dual Core A6 ,AMD,4, Linux , 500 GB HDD,15.6,19990,NA/OOS,NA/OOS,NA/OOS,3.7
489,ASUS ROG Strix G15 G512LI-HN057T Laptop (15.6 Inch | Core i7 10th Gen | 16 GB | Windows 10 | 512 GB SSD),ASUS, Core i7 10th Gen ,Intel,16, Windows 10 , 512 GB SSD,15.6,88990,NA/OOS,NA/OOS,NA/OOS,4.5
490,Lenovo Ideapad 330-15ARR (81D20090IN) Laptop (15.6 Inch | AMD Ryzen 3 Dual Core | 4 GB | Windows 10 | 1 TB HDD),Lenovo, AMD Ryzen 3 Dual Core ,AMD,4, Windows 10 , 1 TB HDD,15.6,26990,NA/OOS,NA/OOS,NA/OOS,4
491,Lenovo Ideapad 3 15ITL6 (82H8014BIN) Laptop (15.6 Inch | Core i5 11th Gen | 8 GB | Windows 10 | 512 GB SSD),Lenovo, Core i5 11th Gen ,Intel,8, Windows 10 , 512 GB SSD,15.6,53900,NA/OOS,53900,NA/OOS,4.3
492,Lenovo Ideapad Slim 3i (81WE0144IN) Laptop (15.6 Inch | Core i5 10th Gen | 8 GB | Windows 10 | 1 TB HDD),Lenovo, Core i5 10th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,44990,NA/OOS,NA/OOS,NA/OOS,3.8
493,ASUS VivoBook 15 X512FA-EJ371T Ultrabook (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 512 GB SSD),ASUS, Core i3 10th Gen ,Intel,4, Windows 10 , 512 GB SSD,15.6,38990,NA/OOS,NA/OOS,NA/OOS,4.3
494,ASUS ROG Strix G15 G513QC-HN126T Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 1 TB SSD),ASUS, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 1 TB SSD,15.6,102990,NA/OOS,NA/OOS,NA/OOS,4.5
495,Acer Nitro 5 AN515-43-R3JU (NH.Q6ZSI.001) Laptop (15.6 Inch | AMD Quad Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD),Acer, AMD Quad Core Ryzen 5 ,AMD,8, Windows 10 , 1 TB HDD,15.6,54990,NA/OOS,NA/OOS,NA/OOS,4.3
496,Lenovo Ideapad Gaming 15ARH05 (82EY00UBIN) Laptop (15.6 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),Lenovo, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,63990,NA/OOS,NA/OOS,NA/OOS,4.5
497,Lenovo Ideapad Gaming 3 (82K200X2IN) Laptop (15.6 Inch | AMD Octa Core Ryzen 7 | 16 GB | Windows 11 | 512 GB SSD),Lenovo, AMD Octa Core Ryzen 7 ,AMD,16, Windows 11 , 512 GB SSD,15.6,73750,78999,73750,NA/OOS,4.4
498,ASUS ROG Strix GL503GE-EN038T Laptop (15.6 Inch | Core i7 8th Gen | 16 GB | Windows 10 | 1 TB HDD 256 GB SSD),ASUS, Core i7 8th Gen ,Intel,16, Windows 10 , 1 TB HDD 256 GB SSD,15.6,99990,NA/OOS,NA/OOS,NA/OOS,4.4
499,HP 250 G6 (3XL40PA) Laptop (15.6 Inch | Celeron Dual Core | 4 GB | DOS | 1 TB HDD),HP, Celeron Dual Core ,AMD,4, DOS , 1 TB HDD,15.6,21990,NA/OOS,NA/OOS,NA/OOS,3.9
500,ASUS X540BA-GQ119T Laptop (15.6 Inch | AMD Dual Core A6 | 4 GB | Windows 10 | 1 TB HDD),ASUS, AMD Dual Core A6 ,AMD,4, Windows 10 , 1 TB HDD,15.6,22990,NA/OOS,NA/OOS,NA/OOS,3.9
501,HP 15q-bu044TU (5JS16PA) Laptop (15.6 Inch | Core i5 7th Gen | 8 GB | Windows 10 | 1 TB HDD),HP, Core i5 7th Gen ,Intel,8, Windows 10 , 1 TB HDD,15.6,46989,NA/OOS,NA/OOS,NA/OOS,3.9
502,HP 15q-bu038TU (4TS68PA) Laptop (15.6 Inch | Core i3 7th Gen | 8 GB | DOS | 1 TB HDD),HP, Core i3 7th Gen ,Intel,8, DOS , 1 TB HDD,15.6,32063,NA/OOS,NA/OOS,NA/OOS,4.3
503,ASUS TUF Gaming F15 FX506LI-HN279T Laptop (15.6 Inch | Core i5 10th Gen | 16 GB | Windows 10 | 512 GB SSD),ASUS, Core i5 10th Gen ,Intel,16, Windows 10 , 512 GB SSD,15.6,68990,NA/OOS,68990,NA/OOS,4.5
504,HP Pavilion 14-ec1003AU (689H4PA) Laptop (14 Inch | AMD Hexa Core Ryzen 5 | 8 GB | Windows 11 | 512 GB SSD),HP, AMD Hexa Core Ryzen 5 ,AMD,8, Windows 11 , 512 GB SSD,14,53990,53990,NA/OOS,52990,4.1
505,Lenovo Ideapad Slim 3i 15IML05 (81WB010XIN) Laptop (15.6 Inch | Core i3 10th Gen | 4 GB | Windows 10 | 256 GB SSD),Lenovo, Core i3 10th Gen ,Intel,4, Windows 10 , 256 GB SSD,15.6,35490,35490,NA/OOS,NA/OOS,4.4
506,Acer Predator Helios 300 PH315-53-594S (NH.QA4SI.002) Laptop (15.6 Inch | Core i5 10th Gen | 16 GB | Windows 10 | 1 TB HDD 256 GB SSD),Acer, Core i5 10th Gen ,Intel,16, Windows 10 , 1 TB HDD 256 GB SSD,15.6,94990,94990,NA/OOS,NA/OOS,4.6
507,ASUS ROG GL503GE-EN268T Laptop (15.6 Inch | Core i7 8th Gen | 8 GB | Windows 10 | 1 TB HDD 256 GB SSD),ASUS, Core i7 8th Gen ,Intel,8, Windows 10 , 1 TB HDD 256 GB SSD,15.6,81990,NA/OOS,NA/OOS,NA/OOS,4.4
508,Lenovo Ideapad Slim 3 (81W100VFIN) Laptop (15.6 Inch | AMD Dual Core | 4 GB | Windows 10 | 1 TB HDD),Lenovo, AMD Dual Core ,AMD,4, Windows 10 , 1 TB HDD,15.6,26190,NA/OOS,NA/OOS,NA/OOS,4
